spec_id,tier,algorithm_class,language,transferred,n_specs,transfer_rate
t2-ac3-001,t2,ac3,typescript,5,5,1.0
t2-ac3-001,t2,ac3,typescript,5,5,1.0
t2-ac3-002,t2,ac3,python,5,5,1.0
t2-ac3-002,t2,ac3,python,5,5,1.0
t2-ac3-002,t2,ac3,python,5,5,1.0
t2-ac3-002,t2,ac3,rust,5,5,1.0
t2-ac3-002,t2,ac3,rust,5,5,1.0
t2-ac3-002,t2,ac3,rust,5,5,1.0
t2-ac3-002,t2,ac3,haskell,5,5,1.0
t2-ac3-002,t2,ac3,haskell,5,5,1.0
t2-ac3-002,t2,ac3,haskell,5,5,1.0
t2-ac3-002,t2,ac3,ocaml,5,5,1.0
t2-ac3-002,t2,ac3,ocaml,5,5,1.0
t2-ac3-002,t2,ac3,ocaml,5,5,1.0
t2-ac3-002,t2,ac3,go,5,5,1.0
t2-ac3-002,t2,ac3,go,5,5,1.0
t2-ac3-002,t2,ac3,go,5,5,1.0
t2-ac3-002,t2,ac3,typescript,5,5,1.0
t2-ac3-002,t2,ac3,typescript,5,5,1.0
t2-ac3-002,t2,ac3,typescript,5,5,1.0
t2-ac4-001,t2,ac4,python,7,7,1.0
t2-ac4-001,t2,ac4,python,7,7,1.0
t2-ac4-001,t2,ac4,python,7,7,1.0
t2-ac4-001,t2,ac4,rust,7,7,1.0
t2-ac4-001,t2,ac4,rust,7,7,1.0
t2-ac4-001,t2,ac4,rust,7,7,1.0
t2-ac4-001,t2,ac4,haskell,7,7,1.0
t2-ac4-001,t2,ac4,haskell,7,7,1.0
t2-ac4-001,t2,ac4,haskell,7,7,1.0
t2-ac4-001,t2,ac4,ocaml,7,7,1.0
t2-ac4-001,t2,ac4,ocaml,7,7,1.0
t2-ac4-001,t2,ac4,ocaml,7,7,1.0
t2-ac4-001,t2,ac4,go,7,7,1.0
t2-ac4-001,t2,ac4,go,7,7,1.0
t2-ac4-001,t2,ac4,go,7,7,1.0
t2-ac4-001,t2,ac4,typescript,7,7,1.0
t2-ac4-001,t2,ac4,typescript,7,7,1.0
t2-ac4-001,t2,ac4,typescript,7,7,1.0
t3-ac2-001,t3,ac2,python,5,5,1.0
t3-ac2-001,t3,ac2,python,5,5,1.0
t3-ac2-001,t3,ac2,python,5,5,1.0
t3-ac2-001,t3,ac2,rust,5,5,1.0
t3-ac2-001,t3,ac2,rust,5,5,1.0
t3-ac2-001,t3,ac2,rust,5,5,1.0
t3-ac2-001,t3,ac2,haskell,5,5,1.0
t3-ac2-001,t3,ac2,haskell,5,5,1.0
t3-ac2-001,t3,ac2,haskell,5,5,1.0
t3-ac2-001,t3,ac2,ocaml,5,5,1.0
t3-ac2-001,t3,ac2,ocaml,5,5,1.0
t3-ac2-001,t3,ac2,ocaml,5,5,1.0
t3-ac2-001,t3,ac2,go,5,5,1.0
t3-ac2-001,t3,ac2,go,5,5,1.0
t3-ac2-001,t3,ac2,go,5,5,1.0
t3-ac2-001,t3,ac2,typescript,5,5,1.0
t3-ac2-001,t3,ac2,typescript,5,5,1.0
t3-ac2-001,t3,ac2,typescript,5,5,1.0
t3-ac2-002,t3,ac2,python,5,5,1.0
t3-ac2-002,t3,ac2,python,5,5,1.0
t3-ac2-002,t3,ac2,python,5,5,1.0
t3-ac2-002,t3,ac2,rust,5,5,1.0
t3-ac2-002,t3,ac2,rust,5,5,1.0
t3-ac2-002,t3,ac2,rust,5,5,1.0
t3-ac2-002,t3,ac2,haskell,5,5,1.0
t3-ac2-002,t3,ac2,haskell,5,5,1.0
t3-ac2-002,t3,ac2,haskell,5,5,1.0
t3-ac2-002,t3,ac2,ocaml,5,5,1.0
t3-ac2-002,t3,ac2,ocaml,5,5,1.0
t3-ac2-002,t3,ac2,ocaml,5,5,1.0
t3-ac2-002,t3,ac2,go,5,5,1.0
t3-ac2-002,t3,ac2,go,5,5,1.0
t3-ac2-002,t3,ac2,go,5,5,1.0
t3-ac2-002,t3,ac2,typescript,5,5,1.0
t3-ac2-002,t3,ac2,typescript,5,5,1.0
t3-ac2-002,t3,ac2,typescript,5,5,1.0
t3-ac3-001,t3,ac3,python,5,5,1.0
t3-ac3-001,t3,ac3,python,5,5,1.0
t3-ac3-001,t3,ac3,python,5,5,1.0
t3-ac3-001,t3,ac3,rust,5,5,1.0
t3-ac3-001,t3,ac3,rust,5,5,1.0
t3-ac3-001,t3,ac3,rust,5,5,1.0
t3-ac3-001,t3,ac3,haskell,5,5,1.0
t3-ac3-001,t3,ac3,haskell,5,5,1.0
t3-ac3-001,t3,ac3,haskell,5,5,1.0
t3-ac3-001,t3,ac3,ocaml,5,5,1.0
t3-ac3-001,t3,ac3,ocaml,5,5,1.0
t3-ac3-001,t3,ac3,ocaml,5,5,1.0
t3-ac3-001,t3,ac3,go,5,5,1.0
t3-ac3-001,t3,ac3,go,5,5,1.0
t3-ac3-001,t3,ac3,go,5,5,1.0
t3-ac3-001,t3,ac3,typescript,5,5,1.0
t3-ac3-001,t3,ac3,typescript,5,5,1.0
t3-ac3-001,t3,ac3,typescript,5,5,1.0
t3-ac4-001,t3,ac4,python,7,7,1.0
t3-ac4-001,t3,ac4,python,7,7,1.0
t3-ac4-001,t3,ac4,python,7,7,1.0
t3-ac4-001,t3,ac4,rust,7,7,1.0
t3-ac4-001,t3,ac4,rust,7,7,1.0
t3-ac4-001,t3,ac4,rust,7,7,1.0
t3-ac4-001,t3,ac4,haskell,7,7,1.0
t3-ac4-001,t3,ac4,haskell,7,7,1.0
t3-ac4-001,t3,ac4,haskell,7,7,1.0
t3-ac4-001,t3,ac4,ocaml,7,7,1.0
t3-ac4-001,t3,ac4,ocaml,7,7,1.0
t3-ac4-001,t3,ac4,ocaml,7,7,1.0
t3-ac4-001,t3,ac4,go,7,7,1.0
t3-ac4-001,t3,ac4,go,7,7,1.0
t3-ac4-001,t3,ac4,go,7,7,1.0
t3-ac4-001,t3,ac4,typescript,7,7,1.0
t3-ac4-001,t3,ac4,typescript,7,7,1.0
t3-ac4-001,t3,ac4,typescript,7,7,1.0
t3-ac4-002,t3,ac4,python,7,7,1.0
t3-ac4-002,t3,ac4,python,7,7,1.0
t3-ac4-002,t3,ac4,python,7,7,1.0
t3-ac4-002,t3,ac4,rust,7,7,1.0
t3-ac4-002,t3,ac4,rust,7,7,1.0
t3-ac4-002,t3,ac4,rust,7,7,1.0
t3-ac4-002,t3,ac4,haskell,7,7,1.0
t3-ac4-002,t3,ac4,haskell,7,7,1.0
t3-ac4-002,t3,ac4,haskell,7,7,1.0
t3-ac4-002,t3,ac4,ocaml,7,7,1.0
t3-ac4-002,t3,ac4,ocaml,7,7,1.0
t3-ac4-002,t3,ac4,ocaml,7,7,1.0
t3-ac4-002,t3,ac4,go,7,7,1.0
t3-ac4-002,t3,ac4,go,7,7,1.0
t3-ac4-002,t3,ac4,go,7,7,1.0
t3-ac4-002,t3,ac4,typescript,7,7,1.0
t3-ac4-002,t3,ac4,typescript,7,7,1.0
t3-ac4-002,t3,ac4,typescript,7,7,1.0
t4-ac4-001,t4,ac4,python,7,7,1.0
t4-ac4-001,t4,ac4,python,7,7,1.0
t4-ac4-001,t4,ac4,python,7,7,1.0
t4-ac4-001,t4,ac4,rust,7,7,1.0
t4-ac4-001,t4,ac4,rust,7,7,1.0
t4-ac4-001,t4,ac4,rust,7,7,1.0
t4-ac4-001,t4,ac4,haskell,7,7,1.0
t4-ac4-001,t4,ac4,haskell,7,7,1.0
t4-ac4-001,t4,ac4,haskell,7,7,1.0
t4-ac4-001,t4,ac4,ocaml,7,7,1.0
t4-ac4-001,t4,ac4,ocaml,7,7,1.0
t4-ac4-001,t4,ac4,ocaml,7,7,1.0
t4-ac4-001,t4,ac4,go,7,7,1.0
t4-ac4-001,t4,ac4,go,7,7,1.0
t4-ac4-001,t4,ac4,go,7,7,1.0
t4-ac4-001,t4,ac4,typescript,7,7,1.0
t4-ac4-001,t4,ac4,typescript,7,7,1.0
t4-ac4-001,t4,ac4,typescript,7,7,1.0
t4-ac4-002,t4,ac4,python,7,7,1.0
t4-ac4-002,t4,ac4,python,7,7,1.0
t4-ac4-002,t4,ac4,python,7,7,1.0
t4-ac4-002,t4,ac4,rust,7,7,1.0
t4-ac4-002,t4,ac4,rust,7,7,1.0
t4-ac4-002,t4,ac4,rust,7,7,1.0
t4-ac4-002,t4,ac4,haskell,7,7,1.0
t4-ac4-002,t4,ac4,haskell,7,7,1.0
t4-ac4-002,t4,ac4,haskell,7,7,1.0
t4-ac4-002,t4,ac4,ocaml,7,7,1.0
t4-ac4-002,t4,ac4,ocaml,7,7,1.0
t4-ac4-002,t4,ac4,ocaml,7,7,1.0
t4-ac4-002,t4,ac4,go,7,7,1.0
t4-ac4-002,t4,ac4,go,7,7,1.0
t4-ac4-002,t4,ac4,go,7,7,1.0
t4-ac4-002,t4,ac4,typescript,7,7,1.0
t4-ac4-002,t4,ac4,typescript,7,7,1.0
t4-ac4-002,t4,ac4,typescript,7,7,1.0
t4-ac1-001,t4,ac1,python,3,3,1.0
t4-ac1-001,t4,ac1,python,3,3,1.0
t4-ac1-001,t4,ac1,python,3,3,1.0
t4-ac1-001,t4,ac1,rust,3,3,1.0
t4-ac1-001,t4,ac1,rust,3,3,1.0
t4-ac1-001,t4,ac1,rust,3,3,1.0
t4-ac1-001,t4,ac1,haskell,3,3,1.0
t4-ac1-001,t4,ac1,haskell,3,3,1.0
t4-ac1-001,t4,ac1,haskell,3,3,1.0
t4-ac1-001,t4,ac1,ocaml,3,3,1.0
t4-ac1-001,t4,ac1,ocaml,3,3,1.0
t4-ac1-001,t4,ac1,ocaml,3,3,1.0
t4-ac1-001,t4,ac1,go,3,3,1.0
t4-ac1-001,t4,ac1,go,3,3,1.0
t4-ac1-001,t4,ac1,go,3,3,1.0
t4-ac1-001,t4,ac1,typescript,3,3,1.0
t4-ac1-001,t4,ac1,typescript,3,3,1.0
t4-ac1-001,t4,ac1,typescript,3,3,1.0
t4-ac4-003,t4,ac4,python,7,7,1.0
t4-ac4-003,t4,ac4,python,7,7,1.0
t4-ac4-003,t4,ac4,python,7,7,1.0
t4-ac4-003,t4,ac4,rust,7,7,1.0
t4-ac4-003,t4,ac4,rust,7,7,1.0
t4-ac4-003,t4,ac4,rust,7,7,1.0
t4-ac4-003,t4,ac4,haskell,7,7,1.0
t4-ac4-003,t4,ac4,haskell,7,7,1.0
t4-ac4-003,t4,ac4,haskell,7,7,1.0
t4-ac4-003,t4,ac4,ocaml,7,7,1.0
t4-ac4-003,t4,ac4,ocaml,7,7,1.0
t4-ac4-003,t4,ac4,ocaml,7,7,1.0
t4-ac4-003,t4,ac4,go,7,7,1.0
t4-ac4-003,t4,ac4,go,7,7,1.0
t4-ac4-003,t4,ac4,go,7,7,1.0
t4-ac4-003,t4,ac4,typescript,7,7,1.0
t4-ac4-003,t4,ac4,typescript,7,7,1.0
t4-ac4-003,t4,ac4,typescript,7,7,1.0
